Index,Question Type,Prompt,Question Description,Model Name,Color,Chart Title,Image Path,Ground Truth,Prediction,Answer Time
img7_run2,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Tomato,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img6_Tomato.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 55
}
]",0.17
img7_run3,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Tomato,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img6_Tomato.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 55
}
]",0.17
img7_run4,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Tomato,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img6_Tomato.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 54
}
]",0.16
img7_run5,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Tomato,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img6_Tomato.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 54
}
]",0.16
img8_run1,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Black,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img7_Black.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 54
}
]",0.12
img8_run2,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Black,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img7_Black.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 54
}
]",0.26
img8_run3,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Black,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img7_Black.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 54
}
]",0.15
img8_run4,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Black,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img7_Black.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 54
}
]",0.14
img8_run5,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Black,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img7_Black.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 53
}
]",0.15
img9_run1,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Mediumvioletred,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img8_Mediumvioletred.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 53
}
]",0.14
img9_run2,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Mediumvioletred,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img8_Mediumvioletred.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 53
}
]",0.15
img9_run3,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Mediumvioletred,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img8_Mediumvioletred.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 53
}
]",0.19
img9_run4,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Mediumvioletred,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img8_Mediumvioletred.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 53
}
]",0.17
img9_run5,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Mediumvioletred,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img8_Mediumvioletred.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 53
}
]",0.17
img10_run1,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Chartreuse,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img9_Chartreuse.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 52
}
]",0.16
img10_run2,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Chartreuse,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img9_Chartreuse.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 52
}
]",0.15
img10_run3,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Chartreuse,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img9_Chartreuse.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 52
}
]",0.16
img10_run4,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Chartreuse,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img9_Chartreuse.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 52
}
]",0.17
img10_run5,Retrieve Value,"What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation. Choose the accurate answer. No explanation.","What was the price of a barrel of oil in February 2015? Options: $57.36, $47.82, $50.24, $39.72, Omit.",Gemini 2.5 Flash,Chartreuse,Oil prices spike between April and June,/Users/ramihuunguyen/Documents/PhD/Visualization_Literacy/retrieve_value/retrieve_value/Q1_img9_Chartreuse.png,$50.24,"ERROR: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_requests""
  quota_id: ""GenerateRequestsPerMinutePerProjectPerModel-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemini-2.5-flash""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 10
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 52
}
]",0.27
